,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,date
25449,25450,2012,11,26,9,17.0,-16,3.0,1023.0,0,50.06,0,0,2012-11-26 09:00:00
25450,25451,2012,11,26,10,16.0,-17,4.0,1023.0,0,54.08,0,0,2012-11-26 10:00:00
25451,25452,2012,11,26,11,11.0,-18,5.0,1023.0,0,61.23,0,0,2012-11-26 11:00:00
25452,25453,2012,11,26,12,20.0,-19,6.0,1022.0,0,68.38,0,0,2012-11-26 12:00:00
25453,25454,2012,11,26,13,17.0,-20,6.0,1021.0,0,77.32,0,0,2012-11-26 13:00:00
25454,25455,2012,11,26,14,16.0,-19,7.0,1020.0,0,85.37,0,0,2012-11-26 14:00:00
25455,25456,2012,11,26,15,23.0,-19,7.0,1019.0,0,92.52,0,0,2012-11-26 15:00:00
25456,25457,2012,11,26,16,28.333333333333332,-18,7.0,1020.0,0,97.44,0,0,2012-11-26 16:00:00
25457,25458,2012,11,26,17,33.666666666666664,-17,6.0,1020.0,0,100.57,0,0,2012-11-26 17:00:00
25458,25459,2012,11,26,18,39.0,-17,5.0,1020.0,3,3.13,0,0,2012-11-26 18:00:00
25459,25460,2012,11,26,19,34.0,-17,5.0,1020.0,3,7.15,0,0,2012-11-26 19:00:00
25460,25461,2012,11,26,20,44.0,-16,4.0,1019.0,3,11.17,0,0,2012-11-26 20:00:00
25461,25462,2012,11,26,21,54.0,-11,-1.0,1019.0,3,12.06,0,0,2012-11-26 21:00:00
25462,25463,2012,11,26,22,69.0,-10,-1.0,1019.0,3,13.85,0,0,2012-11-26 22:00:00
25463,25464,2012,11,26,23,90.0,-9,-2.0,1018.0,3,14.74,0,0,2012-11-26 23:00:00
25464,25465,2012,11,27,0,98.0,-10,-2.0,1018.0,3,16.53,0,0,2012-11-27 00:00:00
25465,25466,2012,11,27,1,120.0,-10,-2.0,1018.0,1,0.89,0,0,2012-11-27 01:00:00
25466,25467,2012,11,27,2,129.0,-10,-3.0,1017.0,2,1.79,0,0,2012-11-27 02:00:00
25467,25468,2012,11,27,3,130.0,-10,-3.0,1017.0,2,2.68,0,0,2012-11-27 03:00:00
25468,25469,2012,11,27,4,142.0,-10,-3.0,1016.0,3,0.89,0,0,2012-11-27 04:00:00
25469,25470,2012,11,27,5,171.0,-9,-4.0,1015.0,1,0.89,0,0,2012-11-27 05:00:00
25470,25471,2012,11,27,6,182.0,-9,-4.0,1015.0,1,1.78,0,0,2012-11-27 06:00:00
25471,25472,2012,11,27,7,184.0,-10,-6.0,1014.0,2,0.89,0,0,2012-11-27 07:00:00
25472,25473,2012,11,27,8,179.0,-7,-4.0,1014.0,1,0.89,0,0,2012-11-27 08:00:00
25473,25474,2012,11,27,9,169.0,-6,-1.0,1014.0,1,1.78,0,0,2012-11-27 09:00:00
25474,25475,2012,11,27,10,181.0,-6,1.0,1013.0,1,2.67,0,0,2012-11-27 10:00:00
25475,25476,2012,11,27,11,204.0,-6,2.0,1013.0,1,3.56,0,0,2012-11-27 11:00:00
25476,25477,2012,11,27,12,234.0,-6,3.0,1011.0,1,4.45,0,0,2012-11-27 12:00:00
25477,25478,2012,11,27,13,230.0,-6,4.0,1010.0,1,6.24,0,0,2012-11-27 13:00:00
25478,25479,2012,11,27,14,253.0,-6,4.0,1008.0,3,1.79,0,0,2012-11-27 14:00:00
25479,25480,2012,11,27,15,244.0,-6,4.0,1008.0,3,3.58,0,0,2012-11-27 15:00:00
25480,25481,2012,11,27,16,241.0,-6,3.0,1008.0,1,0.89,0,0,2012-11-27 16:00:00
25481,25482,2012,11,27,17,245.0,-5,0.0,1008.0,2,1.79,0,0,2012-11-27 17:00:00
25482,25483,2012,11,27,18,247.0,-4,1.0,1008.0,3,0.89,0,0,2012-11-27 18:00:00
25483,25484,2012,11,27,19,276.0,-4,-1.0,1009.0,2,1.79,0,0,2012-11-27 19:00:00
25484,25485,2012,11,27,20,285.0,-4,1.0,1010.0,2,4.92,0,0,2012-11-27 20:00:00
25485,25486,2012,11,27,21,161.0,-5,1.0,1011.0,1,0.89,0,0,2012-11-27 21:00:00
25486,25487,2012,11,27,22,68.0,-23,7.0,1012.0,0,12.96,0,0,2012-11-27 22:00:00
25487,25488,2012,11,27,23,73.0,-22,5.0,1013.0,0,26.82,0,0,2012-11-27 23:00:00
25488,25489,2012,11,28,0,63.0,-22,5.0,1014.0,0,40.68,0,0,2012-11-28 00:00:00
25489,25490,2012,11,28,1,63.0,-20,4.0,1014.0,0,51.86,0,0,2012-11-28 01:00:00
25490,25491,2012,11,28,2,53.0,-18,4.0,1014.0,0,63.04,0,0,2012-11-28 02:00:00
25491,25492,2012,11,28,3,37.0,-16,3.0,1016.0,0,74.22,0,0,2012-11-28 03:00:00
25492,25493,2012,11,28,4,14.0,-16,1.0,1017.0,0,82.27,0,0,2012-11-28 04:00:00
25493,25494,2012,11,28,5,11.0,-17,1.0,1018.0,0,92.1,0,0,2012-11-28 05:00:00
25494,25495,2012,11,28,6,9.0,-17,0.0,1019.0,0,99.25,0,0,2012-11-28 06:00:00
25495,25496,2012,11,28,7,9.0,-15,-1.0,1020.0,0,105.06,0,0,2012-11-28 07:00:00
25496,25497,2012,11,28,8,10.0,-17,1.0,1022.0,0,109.08,0,0,2012-11-28 08:00:00
25497,25498,2012,11,28,9,13.0,-17,1.0,1023.0,0,113.1,0,0,2012-11-28 09:00:00
25498,25499,2012,11,28,10,23.0,-18,2.0,1024.0,0,122.04,0,0,2012-11-28 10:00:00
25499,25500,2012,11,28,11,16.0,-18,3.0,1024.0,0,130.09,0,0,2012-11-28 11:00:00
25500,25501,2012,11,28,12,10.0,-18,4.0,1023.0,0,139.03,0,0,2012-11-28 12:00:00
25501,25502,2012,11,28,13,11.0,-17,4.0,1023.0,0,144.84,0,0,2012-11-28 13:00:00
25502,25503,2012,11,28,14,11.0,-18,4.0,1022.0,0,149.76,0,0,2012-11-28 14:00:00
25503,25504,2012,11,28,15,13.0,-17,4.0,1022.0,0,155.57,0,0,2012-11-28 15:00:00
25504,25505,2012,11,28,16,12.0,-16,4.0,1022.0,0,161.38,0,0,2012-11-28 16:00:00
25505,25506,2012,11,28,17,19.0,-16,4.0,1022.0,0,167.19,0,0,2012-11-28 17:00:00
25506,25507,2012,11,28,18,13.0,-16,3.0,1023.0,0,170.32,0,0,2012-11-28 18:00:00
25507,25508,2012,11,28,19,18.0,-13,-1.0,1023.0,0,173.45,0,0,2012-11-28 19:00:00
25508,25509,2012,11,28,20,23.0,-15,2.0,1024.0,3,3.13,0,0,2012-11-28 20:00:00
25509,25510,2012,11,28,21,24.0,-15,1.0,1024.0,0,1.79,0,0,2012-11-28 21:00:00
25510,25511,2012,11,28,22,36.0,-11,-3.0,1024.0,0,3.58,0,0,2012-11-28 22:00:00
25511,25512,2012,11,28,23,43.0,-12,-2.0,1024.0,1,0.89,0,0,2012-11-28 23:00:00
25512,25513,2012,11,29,0,44.0,-11,-4.0,1024.0,2,1.79,0,0,2012-11-29 00:00:00
25513,25514,2012,11,29,1,45.0,-10,-6.0,1024.0,2,3.58,0,0,2012-11-29 01:00:00
25514,25515,2012,11,29,2,65.0,-11,-7.0,1024.0,0,3.13,0,0,2012-11-29 02:00:00
25515,25516,2012,11,29,3,145.0,-10,-6.0,1024.0,1,0.89,0,0,2012-11-29 03:00:00
25516,25517,2012,11,29,4,131.0,-11,-6.0,1024.0,0,1.79,0,0,2012-11-29 04:00:00
25517,25518,2012,11,29,5,99.0,-11,-7.0,1024.0,0,3.58,0,0,2012-11-29 05:00:00
25518,25519,2012,11,29,6,37.0,-10,-7.0,1024.0,1,0.89,0,0,2012-11-29 06:00:00
25519,25520,2012,11,29,7,97.0,-9,-6.0,1025.0,1,1.78,0,0,2012-11-29 07:00:00
25520,25521,2012,11,29,8,76.0,-7,-3.0,1026.0,0,1.79,0,0,2012-11-29 08:00:00
25521,25522,2012,11,29,9,72.0,-10,0.0,1026.0,1,0.89,0,0,2012-11-29 09:00:00
25522,25523,2012,11,29,10,58.0,-10,1.0,1026.0,0,1.79,0,0,2012-11-29 10:00:00
25523,25524,2012,11,29,11,40.0,-14,3.0,1025.0,0,3.58,0,0,2012-11-29 11:00:00
25524,25525,2012,11,29,12,38.0,-19,4.0,1024.0,1,1.79,0,0,2012-11-29 12:00:00
25525,25526,2012,11,29,13,40.0,-19,5.0,1023.0,0,1.79,0,0,2012-11-29 13:00:00
25526,25527,2012,11,29,14,42.0,-19,5.0,1022.0,0,3.58,0,0,2012-11-29 14:00:00
25527,25528,2012,11,29,15,41.0,-19,5.0,1022.0,1,0.89,0,0,2012-11-29 15:00:00
25528,25529,2012,11,29,16,46.0,-18,3.0,1022.0,3,1.79,0,0,2012-11-29 16:00:00
25529,25530,2012,11,29,17,49.0,-17,1.0,1022.0,3,2.68,0,0,2012-11-29 17:00:00
25530,25531,2012,11,29,18,59.0,-14,0.0,1023.0,1,0.89,0,0,2012-11-29 18:00:00
25531,25532,2012,11,29,19,80.0,-9,-2.0,1023.0,3,0.89,0,0,2012-11-29 19:00:00
25532,25533,2012,11,29,20,71.0,-9,-3.0,1024.0,3,1.78,0,0,2012-11-29 20:00:00
25533,25534,2012,11,29,21,81.0,-9,-4.0,1024.0,2,0.89,0,0,2012-11-29 21:00:00
25534,25535,2012,11,29,22,79.0,-10,-5.0,1025.0,0,1.79,0,0,2012-11-29 22:00:00
25535,25536,2012,11,29,23,122.0,-11,-5.0,1025.0,0,3.58,0,0,2012-11-29 23:00:00
25536,25537,2012,11,30,0,167.0,-11,-5.0,1025.0,0,6.71,0,0,2012-11-30 00:00:00
25537,25538,2012,11,30,1,152.0,-11,-5.0,1025.0,0,9.84,0,0,2012-11-30 01:00:00
25538,25539,2012,11,30,2,78.0,-14,-2.0,1026.0,2,4.92,0,0,2012-11-30 02:00:00
25539,25540,2012,11,30,3,42.0,-14,-2.0,1026.0,2,12.07,0,0,2012-11-30 03:00:00
25540,25541,2012,11,30,4,31.0,-16,-3.0,1027.0,2,16.99,0,0,2012-11-30 04:00:00
25541,25542,2012,11,30,5,24.0,-18,-3.0,1028.0,2,22.8,0,0,2012-11-30 05:00:00
25542,25543,2012,11,30,6,17.0,-19,-4.0,1029.0,2,30.85,0,0,2012-11-30 06:00:00
25543,25544,2012,11,30,7,13.0,-20,-5.0,1031.0,2,34.87,0,0,2012-11-30 07:00:00
25544,25545,2012,11,30,8,23.0,-20,-4.0,1032.0,2,40.68,0,0,2012-11-30 08:00:00
25545,25546,2012,11,30,9,11.0,-21,-4.0,1033.0,2,47.83,0,0,2012-11-30 09:00:00
25546,25547,2012,11,30,10,21.0,-21,-3.0,1033.0,2,54.98,0,0,2012-11-30 10:00:00
25547,25548,2012,11,30,11,18.0,-21,-2.0,1033.0,2,59.9,0,0,2012-11-30 11:00:00
25548,25549,2012,11,30,12,14.0,-23,-1.0,1033.0,2,64.82,0,0,2012-11-30 12:00:00
25549,25550,2012,11,30,13,16.0,-23,-1.0,1032.0,2,69.74,0,0,2012-11-30 13:00:00
25550,25551,2012,11,30,14,12.0,-24,-1.0,1032.0,2,73.76,0,0,2012-11-30 14:00:00
25551,25552,2012,11,30,15,9.0,-24,-1.0,1032.0,2,77.78,0,0,2012-11-30 15:00:00
25552,25553,2012,11,30,16,16.0,-24,-1.0,1032.0,2,81.8,0,0,2012-11-30 16:00:00
25553,25554,2012,11,30,17,14.0,-24,-2.0,1032.0,3,1.79,0,0,2012-11-30 17:00:00
25554,25555,2012,11,30,18,32.0,-21,-3.0,1033.0,3,3.58,0,0,2012-11-30 18:00:00
25555,25556,2012,11,30,19,19.0,-21,-4.0,1034.0,1,0.89,0,0,2012-11-30 19:00:00
25556,25557,2012,11,30,20,20.0,-21,-6.0,1034.0,0,1.79,0,0,2012-11-30 20:00:00
25557,25558,2012,11,30,21,25.0,-18,-6.0,1035.0,1,0.89,0,0,2012-11-30 21:00:00
25558,25559,2012,11,30,22,45.0,-20,-5.0,1035.0,1,1.78,0,0,2012-11-30 22:00:00
25559,25560,2012,11,30,23,51.0,-17,-7.0,1036.0,1,2.67,0,0,2012-11-30 23:00:00
25560,25561,2012,12,1,0,41.0,-16,-8.0,1035.0,0,1.79,0,0,2012-12-01 00:00:00
25561,25562,2012,12,1,1,46.0,-17,-7.0,1035.0,1,0.89,0,0,2012-12-01 01:00:00
25562,25563,2012,12,1,2,37.0,-15,-7.0,1036.0,1,1.34,0,0,2012-12-01 02:00:00
25563,25564,2012,12,1,3,48.0,-15,-9.0,1035.0,2,0.89,0,0,2012-12-01 03:00:00
25564,25565,2012,12,1,4,43.0,-14,-9.0,1035.0,2,1.78,0,0,2012-12-01 04:00:00
25565,25566,2012,12,1,5,77.0,-17,-8.0,1034.0,2,2.67,0,0,2012-12-01 05:00:00
25566,25567,2012,12,1,6,53.0,-16,-8.0,1034.0,2,3.56,0,0,2012-12-01 06:00:00
25567,25568,2012,12,1,7,57.0,-13,-8.0,1033.0,2,4.45,0,0,2012-12-01 07:00:00
25568,25569,2012,12,1,8,78.0,-15,-6.0,1033.0,1,0.89,0,0,2012-12-01 08:00:00
25569,25570,2012,12,1,9,84.0,-16,-5.0,1033.0,1,1.78,0,0,2012-12-01 09:00:00
25570,25571,2012,12,1,10,101.0,-15,-4.0,1033.0,1,2.67,0,0,2012-12-01 10:00:00
25571,25572,2012,12,1,11,117.0,-14,-3.0,1032.0,3,1.79,0,0,2012-12-01 11:00:00
25572,25573,2012,12,1,12,118.0,-14,-2.0,1030.0,3,4.92,0,0,2012-12-01 12:00:00
25573,25574,2012,12,1,13,107.0,-14,-2.0,1029.0,3,9.84,0,0,2012-12-01 13:00:00
25574,25575,2012,12,1,14,90.0,-13,-1.0,1028.0,3,13.86,0,0,2012-12-01 14:00:00
25575,25576,2012,12,1,15,78.0,-11,-1.0,1028.0,3,18.78,0,0,2012-12-01 15:00:00
25576,25577,2012,12,1,16,76.0,-10,-2.0,1027.0,3,23.7,0,0,2012-12-01 16:00:00
25577,25578,2012,12,1,17,79.0,-8,-2.0,1027.0,3,26.83,0,0,2012-12-01 17:00:00
25578,25579,2012,12,1,18,93.0,-8,-4.0,1026.0,3,29.96,0,0,2012-12-01 18:00:00
25579,25580,2012,12,1,19,97.0,-7,-4.0,1026.0,3,31.75,0,0,2012-12-01 19:00:00
25580,25581,2012,12,1,20,97.0,-7,-4.0,1025.0,3,33.54,0,0,2012-12-01 20:00:00
25581,25582,2012,12,1,21,105.0,-6,-5.0,1025.0,3,34.43,0,0,2012-12-01 21:00:00
25582,25583,2012,12,1,22,112.0,-7,-6.0,1024.0,3,36.22,0,0,2012-12-01 22:00:00
25583,25584,2012,12,1,23,119.0,-6,-5.0,1024.0,3,38.01,0,0,2012-12-01 23:00:00
25584,25585,2012,12,2,0,128.0,-7,-6.0,1024.0,1,0.89,0,0,2012-12-02 00:00:00
25585,25586,2012,12,2,1,129.0,-7,-6.0,1024.0,1,1.78,0,0,2012-12-02 01:00:00
25586,25587,2012,12,2,2,132.0,-7,-7.0,1024.0,3,0.89,0,0,2012-12-02 02:00:00
25587,25588,2012,12,2,3,151.0,-7,-7.0,1023.0,3,1.78,0,0,2012-12-02 03:00:00
25588,25589,2012,12,2,4,163.0,-8,-8.0,1022.0,0,1.79,0,0,2012-12-02 04:00:00
25589,25590,2012,12,2,5,166.0,-9,-8.0,1022.0,0,3.58,0,0,2012-12-02 05:00:00
25590,25591,2012,12,2,6,155.0,-7,-7.0,1021.0,2,0.89,0,0,2012-12-02 06:00:00
25591,25592,2012,12,2,7,185.0,-6,-6.0,1022.0,2,1.78,0,0,2012-12-02 07:00:00
25592,25593,2012,12,2,8,192.0,-6,-6.0,1022.0,1,0.89,0,0,2012-12-02 08:00:00
25593,25594,2012,12,2,9,232.0,-6,-6.0,1022.0,1,1.78,1,0,2012-12-02 09:00:00
25594,25595,2012,12,2,10,253.0,-6,-5.0,1022.0,3,1.79,2,0,2012-12-02 10:00:00
25595,25596,2012,12,2,11,292.0,-5,-4.0,1021.0,0,1.79,0,0,2012-12-02 11:00:00
25596,25597,2012,12,2,12,294.0,-5,-3.0,1021.0,1,0.89,0,0,2012-12-02 12:00:00
25597,25598,2012,12,2,13,266.0,-5,-3.0,1019.0,1,1.78,0,0,2012-12-02 13:00:00
25598,25599,2012,12,2,14,289.0,-5,-3.0,1018.0,2,1.79,0,0,2012-12-02 14:00:00
25599,25600,2012,12,2,15,305.0,-5,-3.0,1018.0,3,1.79,0,0,2012-12-02 15:00:00
25600,25601,2012,12,2,16,332.0,-5,-2.0,1018.0,3,3.58,0,0,2012-12-02 16:00:00
25601,25602,2012,12,2,17,316.0,-5,-3.0,1018.0,3,5.37,0,0,2012-12-02 17:00:00
25602,25603,2012,12,2,18,263.0,-6,-3.0,1018.0,3,7.16,0,0,2012-12-02 18:00:00
25603,25604,2012,12,2,19,277.0,-5,-3.0,1018.0,3,8.95,0,0,2012-12-02 19:00:00
25604,25605,2012,12,2,20,282.0,-5,-4.0,1018.0,3,9.84,0,0,2012-12-02 20:00:00
25605,25606,2012,12,2,21,259.0,-5,-4.0,1018.0,2,0.89,0,0,2012-12-02 21:00:00
25606,25607,2012,12,2,22,268.0,-6,-4.0,1018.0,1,0.89,0,0,2012-12-02 22:00:00
25607,25608,2012,12,2,23,313.0,-5,-4.0,1017.0,1,1.78,0,0,2012-12-02 23:00:00
25608,25609,2012,12,3,0,322.0,-7,-6.0,1017.0,1,2.67,0,0,2012-12-03 00:00:00
25609,25610,2012,12,3,1,318.0,-6,-6.0,1018.0,0,1.79,0,0,2012-12-03 01:00:00
25610,25611,2012,12,3,2,327.0,-6,-5.0,1018.0,0,2.68,0,0,2012-12-03 02:00:00
25611,25612,2012,12,3,3,315.0,-9,-8.0,1018.0,0,4.47,0,0,2012-12-03 03:00:00
25612,25613,2012,12,3,4,36.0,-7,-6.0,1018.0,0,7.6,0,0,2012-12-03 04:00:00
25613,25614,2012,12,3,5,9.0,-9,-6.0,1018.0,0,9.39,0,0,2012-12-03 05:00:00
25614,25615,2012,12,3,6,12.0,-10,-3.0,1019.0,0,16.54,0,0,2012-12-03 06:00:00
25615,25616,2012,12,3,7,12.0,-14,-2.0,1021.0,0,24.59,0,0,2012-12-03 07:00:00
25616,25617,2012,12,3,8,12.0,-16,-1.0,1021.0,0,33.53,0,0,2012-12-03 08:00:00
25617,25618,2012,12,3,9,9.0,-18,0.0,1022.0,0,41.58,0,0,2012-12-03 09:00:00
25618,25619,2012,12,3,10,14.0,-18,1.0,1022.0,0,44.71,0,0,2012-12-03 10:00:00
25619,25620,2012,12,3,11,15.0,-18,2.0,1022.0,0,51.86,0,0,2012-12-03 11:00:00
25620,25621,2012,12,3,12,20.0,-19,3.0,1021.0,0,59.01,0,0,2012-12-03 12:00:00
25621,25622,2012,12,3,13,18.0,-19,2.0,1021.0,0,66.16,0,0,2012-12-03 13:00:00
25622,25623,2012,12,3,14,16.0,-19,2.0,1021.0,0,73.31,0,0,2012-12-03 14:00:00
25623,25624,2012,12,3,15,14.0,-19,3.0,1021.0,0,81.36,0,0,2012-12-03 15:00:00
25624,25625,2012,12,3,16,15.0,-18,2.0,1022.0,0,89.41,0,0,2012-12-03 16:00:00
25625,25626,2012,12,3,17,11.0,-18,1.0,1023.0,0,96.56,0,0,2012-12-03 17:00:00
25626,25627,2012,12,3,18,14.0,-18,1.0,1023.0,0,103.71,0,0,2012-12-03 18:00:00
25627,25628,2012,12,3,19,20.0,-18,0.0,1024.0,0,109.52,0,0,2012-12-03 19:00:00
25628,25629,2012,12,3,20,23.0,-18,-1.0,1025.0,0,113.54,0,0,2012-12-03 20:00:00
25629,25630,2012,12,3,21,27.0,-14,-5.0,1025.0,2,0.89,0,0,2012-12-03 21:00:00
25630,25631,2012,12,3,22,38.0,-12,-6.0,1024.0,1,0.89,0,0,2012-12-03 22:00:00
25631,25632,2012,12,3,23,40.0,-13,-5.0,1024.0,1,1.34,0,0,2012-12-03 23:00:00
25632,25633,2012,12,4,0,36.0,-13,-5.0,1024.0,0,1.79,0,0,2012-12-04 00:00:00
25633,25634,2012,12,4,1,54.0,-13,-5.0,1024.0,0,4.92,0,0,2012-12-04 01:00:00
25634,25635,2012,12,4,2,61.0,-14,-5.0,1023.0,0,8.05,0,0,2012-12-04 02:00:00
25635,25636,2012,12,4,3,59.0,-14,-6.0,1023.0,1,0.89,0,0,2012-12-04 03:00:00
25636,25637,2012,12,4,4,71.0,-13,-7.0,1022.0,0,0.89,0,0,2012-12-04 04:00:00
25637,25638,2012,12,4,5,102.0,-13,-9.0,1022.0,2,0.89,0,0,2012-12-04 05:00:00
25638,25639,2012,12,4,6,100.0,-13,-10.0,1022.0,2,1.78,0,0,2012-12-04 06:00:00
25639,25640,2012,12,4,7,99.0,-12,-9.0,1022.0,2,2.67,0,0,2012-12-04 07:00:00
25640,25641,2012,12,4,8,82.0,-12,-8.0,1023.0,1,0.89,0,0,2012-12-04 08:00:00
25641,25642,2012,12,4,9,95.0,-10,-5.0,1023.0,1,1.78,0,0,2012-12-04 09:00:00
25642,25643,2012,12,4,10,71.0,-10,-3.0,1023.0,1,2.67,0,0,2012-12-04 10:00:00
25643,25644,2012,12,4,11,91.0,-11,-1.0,1022.0,2,1.79,0,0,2012-12-04 11:00:00
25644,25645,2012,12,4,12,95.0,-13,0.0,1021.0,1,0.89,0,0,2012-12-04 12:00:00
25645,25646,2012,12,4,13,109.0,-14,1.0,1020.0,1,1.78,0,0,2012-12-04 13:00:00
25646,25647,2012,12,4,14,113.0,-14,2.0,1019.0,1,2.67,0,0,2012-12-04 14:00:00
25647,25648,2012,12,4,15,125.0,-15,3.0,1019.0,1,3.56,0,0,2012-12-04 15:00:00
25648,25649,2012,12,4,16,138.0,-15,1.0,1019.0,2,1.79,0,0,2012-12-04 16:00:00
25649,25650,2012,12,4,17,128.0,-12,-1.0,1019.0,0,1.79,0,0,2012-12-04 17:00:00
25650,25651,2012,12,4,18,138.0,-15,0.0,1020.0,0,3.58,0,0,2012-12-04 18:00:00
25651,25652,2012,12,4,19,149.0,-11,-4.0,1021.0,1,0.89,0,0,2012-12-04 19:00:00
25652,25653,2012,12,4,20,123.0,-11,-6.0,1021.0,2,1.79,0,0,2012-12-04 20:00:00
25653,25654,2012,12,4,21,78.0,-12,-4.0,1021.0,0,1.79,0,0,2012-12-04 21:00:00
25654,25655,2012,12,4,22,50.0,-13,-3.0,1022.0,0,4.92,0,0,2012-12-04 22:00:00
25655,25656,2012,12,4,23,39.0,-14,-4.0,1022.0,1,0.89,0,0,2012-12-04 23:00:00
25656,25657,2012,12,5,0,34.0,-13,-5.0,1022.0,1,1.78,0,0,2012-12-05 00:00:00
25657,25658,2012,12,5,1,35.0,-13,-8.0,1022.0,1,2.23,0,0,2012-12-05 01:00:00
25658,25659,2012,12,5,2,22.0,-14,-7.0,1022.0,1,3.12,0,0,2012-12-05 02:00:00
25659,25660,2012,12,5,3,13.0,-16,-3.0,1022.0,0,4.02,0,0,2012-12-05 03:00:00
25660,25661,2012,12,5,4,9.0,-16,-2.0,1022.0,0,11.17,0,0,2012-12-05 04:00:00
25661,25662,2012,12,5,5,9.0,-17,-2.0,1022.0,0,19.22,0,0,2012-12-05 05:00:00
25662,25663,2012,12,5,6,8.0,-17,-4.0,1023.0,0,24.14,0,0,2012-12-05 06:00:00
25663,25664,2012,12,5,7,7.0,-19,-3.0,1024.0,0,29.95,0,0,2012-12-05 07:00:00
25664,25665,2012,12,5,8,9.0,-19,-3.0,1024.0,0,35.76,0,0,2012-12-05 08:00:00
25665,25666,2012,12,5,9,9.0,-19,-2.0,1024.0,0,41.57,0,0,2012-12-05 09:00:00
25666,25667,2012,12,5,10,9.0,-21,-3.0,1025.0,0,50.51,0,0,2012-12-05 10:00:00
25667,25668,2012,12,5,11,11.0,-24,-2.0,1025.0,0,62.58,0,0,2012-12-05 11:00:00
25668,25669,2012,12,5,12,9.0,-23,-2.0,1024.0,0,74.65,0,0,2012-12-05 12:00:00
25669,25670,2012,12,5,13,15.0,-24,-2.0,1024.0,0,85.83,0,0,2012-12-05 13:00:00
25670,25671,2012,12,5,14,12.0,-24,-2.0,1024.0,0,95.66,0,0,2012-12-05 14:00:00
25671,25672,2012,12,5,15,10.0,-24,-2.0,1024.0,0,106.84,0,0,2012-12-05 15:00:00
25672,25673,2012,12,5,16,7.0,-24,-3.0,1025.0,0,114.89,0,0,2012-12-05 16:00:00
25673,25674,2012,12,5,17,9.0,-24,-5.0,1025.0,0,120.7,0,0,2012-12-05 17:00:00
25674,25675,2012,12,5,18,10.0,-23,-5.0,1026.0,0,126.51,0,0,2012-12-05 18:00:00
25675,25676,2012,12,5,19,9.0,-22,-6.0,1026.0,0,132.32,0,0,2012-12-05 19:00:00
25676,25677,2012,12,5,20,14.0,-22,-8.0,1026.0,0,135.45,0,0,2012-12-05 20:00:00
25677,25678,2012,12,5,21,17.0,-21,-7.0,1026.0,3,1.79,0,0,2012-12-05 21:00:00
25678,25679,2012,12,5,22,25.0,-20,-8.0,1026.0,1,0.89,0,0,2012-12-05 22:00:00
25679,25680,2012,12,5,23,29.0,-17,-10.0,1025.0,3,0.89,0,0,2012-12-05 23:00:00
25680,25681,2012,12,6,0,26.0,-17,-10.0,1024.0,3,1.78,0,0,2012-12-06 00:00:00
25681,25682,2012,12,6,1,44.0,-18,-9.0,1024.0,3,3.57,0,0,2012-12-06 01:00:00
25682,25683,2012,12,6,2,43.0,-17,-10.0,1024.0,1,0.89,0,0,2012-12-06 02:00:00
25683,25684,2012,12,6,3,28.0,-19,-8.0,1024.0,0,3.13,0,0,2012-12-06 03:00:00
25684,25685,2012,12,6,4,47.0,-18,-9.0,1023.0,3,1.79,0,0,2012-12-06 04:00:00
25685,25686,2012,12,6,5,49.0,-19,-9.0,1023.0,3,3.58,0,0,2012-12-06 05:00:00
25686,25687,2012,12,6,6,48.0,-17,-10.0,1024.0,1,0.89,0,0,2012-12-06 06:00:00
25687,25688,2012,12,6,7,39.0,-16,-9.0,1023.0,1,1.78,0,0,2012-12-06 07:00:00
25688,25689,2012,12,6,8,41.0,-14,-8.0,1023.0,0,1.79,0,0,2012-12-06 08:00:00
25689,25690,2012,12,6,9,42.0,-13,-9.0,1023.0,1,0.89,0,0,2012-12-06 09:00:00
25690,25691,2012,12,6,10,99.0,-14,-6.0,1023.0,1,1.78,0,0,2012-12-06 10:00:00
25691,25692,2012,12,6,11,83.0,-14,-5.0,1023.0,2,1.79,0,0,2012-12-06 11:00:00
25692,25693,2012,12,6,12,44.0,-16,-4.0,1021.0,2,3.58,0,0,2012-12-06 12:00:00
25693,25694,2012,12,6,13,44.0,-17,-3.0,1020.0,2,5.37,0,0,2012-12-06 13:00:00
25694,25695,2012,12,6,14,37.0,-18,-2.0,1019.0,1,0.89,0,0,2012-12-06 14:00:00
25695,25696,2012,12,6,15,39.0,-18,-2.0,1019.0,3,3.13,0,0,2012-12-06 15:00:00
25696,25697,2012,12,6,16,54.0,-18,-3.0,1019.0,3,4.92,0,0,2012-12-06 16:00:00
25697,25698,2012,12,6,17,78.0,-18,-4.0,1020.0,3,5.81,0,0,2012-12-06 17:00:00
25698,25699,2012,12,6,18,95.0,-15,-6.0,1021.0,3,6.7,0,0,2012-12-06 18:00:00
25699,25700,2012,12,6,19,106.0,-16,-6.0,1022.0,2,0.89,0,0,2012-12-06 19:00:00
25700,25701,2012,12,6,20,155.0,-15,-7.0,1022.0,1,0.45,0,0,2012-12-06 20:00:00
25701,25702,2012,12,6,21,144.0,-15,-9.0,1022.0,0,0.89,0,0,2012-12-06 21:00:00
25702,25703,2012,12,6,22,137.0,-15,-9.0,1023.0,0,4.02,0,0,2012-12-06 22:00:00
